order_id,customer_id,name,category,sub_category,city,date,region,unit_price,total_Sales,units_sold,discount_rate,profits,month,seasonality,mode_of_transaction ,marketting_id,inventory_level,revenue,employement_status,employee_id 
O8628,C8629,Akash,Fruits & Veggies,Organic Fruits,Pudukottai,20-10-2018,South,300,1200,4,0.19,151,10,No festival,Offline,200196,3,972,unemployed,12
O8629,C8630,Esther,Oil & Masala,Masalas,Ramanadhapuram,20-10-2018,East,50,1300,26,0.11,172,10,No festival,Offline,200196,2,1157,employed,13
O8630,C8631,Shah,Food Grains,Organic Staples,Ooty,20-10-2018,South,100,1200,12,0.24,192,10,No festival,Offline,200196,5,912,employed,16
O8631,C8632,Sundar,Fruits & Veggies,Fresh Vegetables,Pudukottai,20-10-2018,South,70,1330,19,0.28,162,10,No festival,Online,200196,3,957.6,employed,18
O8632,C8633,Ravi,Bakery,Biscuits,Ramanadhapuram,20-10-2018,South,20,1120,56,0.14,103,10,No festival,Online,200196,1,963.2,unemployed,16
O8633,C8634,Haseena,Oil & Masala,Masalas,Kanyakumari,21-10-2018,Central,50,1200,24,0.21,167,10,No festival,Offline,200196,2,948,unemployed,7
O8634,C8635,Willams,Oil & Masala,Masalas,Dindigul,21-10-2018,West,50,1350,27,0.31,123,10,No festival,Offline,200196,2,931.5,employed,4
O8635,C8636,Amrish,Bakery,Biscuits,Dindigul,21-10-2018,East,20,1240,62,0.21,132,10,No festival,Online,200196,1,979.6,employed,11
O8636,C8637,Ridhesh,"Eggs, Meat & Fish",Eggs,Chennai,21-10-2018,West,6,1104,184,0.23,188,10,No festival,Offline,200196,4,850.08,unemployed,15
O8637,C8638,Aditi,Oil & Masala,Edible Oil & Ghee,Trichy,21-10-2018,Central,800,1600,2,0.11,100,10,No festival,Online,200196,2,1424,unemployed,20
O8638,C8639,Krithika,Snacks,Noodles,Namakkal,21-10-2018,East,100,1000,10,0.1,121,10,No festival,Online,200196,1,900,unemployed,14
O8639,C8640,Verma,Snacks,Noodles,Salem,21-10-2018,South,100,1300,13,0.28,116,10,No festival,Online,200196,1,936,unemployed,4
O8640,C8641,Vidya,"Eggs, Meat & Fish",Eggs,Coimbatore,21-10-2018,East,6,1260,210,0.14,164,10,No festival,Offline,200196,4,1083.6,employed,11
O8641,C8642,Ramesh,Fruits & Veggies,Organic Vegetables,Coimbatore,21-10-2018,Central,200,1200,6,0.13,177,10,No festival,Offline,200196,3,1044,employed,16
O8642,C8643,Sheeba,Oil & Masala,Spices,Viluppuram,21-10-2018,West,50,1350,27,0.21,159,10,No festival,Online,200196,2,1066.5,unemployed,4
O8643,C8644,James,"Eggs, Meat & Fish",Eggs,Tenkasi,21-10-2018,East,6,1188,198,0.33,121,10,No festival,Offline,200196,4,795.96,unemployed,5
O8644,C8645,Mathew,Food Grains,Dals & Pulses,Tenkasi,21-10-2018,Central,900,900,1,0.22,150,10,No festival,Offline,200196,5,702,employed,13
O8645,C8646,Rumaiza,Food Grains,Organic Staples,Dindigul,21-10-2018,West,100,1100,11,0.18,109,10,No festival,Offline,200196,5,902,employed,18
O8646,C8647,Roshan,Snacks,Cookies,Bodi,21-10-2018,Central,30,1020,34,0.1,166,10,No festival,Online,200196,1,918,unemployed,6
O8647,C8648,Harish,Beverages,Soft Drinks,Viluppuram,21-10-2018,South,20,1180,59,0.35,146,10,No festival,Offline,200196,1,767,employed,15
O8648,C8649,Veronica,Bakery,Biscuits,Chennai,21-10-2018,Central,20,1120,56,0.15,127,10,No festival,Online,200196,1,952,unemployed,16
O8649,C8650,Sundar,Oil & Masala,Masalas,Kanyakumari,21-10-2018,East,50,1150,23,0.34,162,10,No festival,Online,200196,2,759,employed,1
O8650,C8651,Jonas,Beverages,Soft Drinks,Theni,22-10-2018,East,20,1280,64,0.1,138,10,No festival,Online,200196,1,1152,unemployed,3
O8651,C8652,Alan,Snacks,Cookies,Bodi,22-10-2018,East,30,1170,39,0.24,162,10,No festival,Online,200196,1,889.2,employed,18
O8652,C8653,Sundar,Bakery,Breads & Buns,Viluppuram,22-10-2018,Central,30,1200,40,0.31,134,10,No festival,Offline,200196,1,828,employed,1
O8653,C8654,Hafiz,Fruits & Veggies,Fresh Vegetables,Coimbatore,22-10-2018,West,70,1190,17,0.16,124,10,No festival,Online,200196,3,999.6,employed,10
O8654,C8655,Esther,Bakery,Breads & Buns,Karur,22-10-2018,Central,30,1140,38,0.15,176,10,No festival,Offline,200196,1,969,employed,15
O8655,C8656,Sheeba,Beverages,Health Drinks,Chennai,22-10-2018,West,100,1100,11,0.34,108,10,No festival,Online,200196,1,726,employed,13
O8656,C8657,Suresh,Bakery,Breads & Buns,Madurai,22-10-2018,West,30,1020,34,0.27,122,10,No festival,Online,200196,1,744.6,unemployed,1
O8657,C8658,Shree,Fruits & Veggies,Fresh Fruits,Cumbum,22-10-2018,East,190,1140,6,0.32,133,10,No festival,Online,200196,3,775.2,unemployed,7
O8658,C8659,Sudha,"Eggs, Meat & Fish",Chicken,Ooty,22-10-2018,East,200,1000,5,0.28,114,10,No festival,Offline,200196,4,720,unemployed,8
O8659,C8660,Krithika,Fruits & Veggies,Organic Vegetables,Coimbatore,22-10-2018,East,200,1200,6,0.28,139,10,No festival,Offline,200196,3,864,employed,19
O8660,C8661,Sharon,"Eggs, Meat & Fish",Chicken,Dharmapuri,22-10-2018,Central,200,1200,6,0.16,132,10,No festival,Offline,200196,4,1008,unemployed,19
O8661,C8662,Vinne,Food Grains,Organic Staples,Viluppuram,22-10-2018,East,100,1100,11,0.17,158,10,No festival,Offline,200196,5,913,employed,3
O8662,C8663,Alan,Snacks,Noodles,Theni,23-10-2018,Central,100,1300,13,0.26,126,10,No festival,Offline,200196,1,962,unemployed,16
O8663,C8664,Amy,Snacks,Noodles,Bodi,23-10-2018,South,100,1000,10,0.28,183,10,No festival,Offline,200196,1,720,employed,17
O8664,C8665,Sheeba,"Eggs, Meat & Fish",Mutton,Dharmapuri,23-10-2018,East,400,1200,3,0.15,150,10,No festival,Offline,200196,4,1020,unemployed,19
O8665,C8666,Muneer,Food Grains,Rice,Vellore,23-10-2018,Central,800,800,1,0.23,144,10,No festival,Online,200196,5,616,employed,1
O8666,C8667,Veronica,Food Grains,Organic Staples,Theni,23-10-2018,East,100,1000,10,0.26,160,10,No festival,Online,200196,5,740,unemployed,1
O8667,C8668,Jackson,Bakery,Breads & Buns,Pudukottai,23-10-2018,Central,30,1170,39,0.26,134,10,No festival,Online,200196,1,865.8,unemployed,11
O8668,C8669,Akash,Bakery,Cakes,Kanyakumari,23-10-2018,East,300,1200,4,0.11,101,10,No festival,Online,200196,1,1068,employed,4
O8669,C8670,Vinne,Food Grains,Organic Staples,Ooty,23-10-2018,East,100,1100,11,0.29,142,10,No festival,Offline,200196,5,781,unemployed,14
O8670,C8671,Shah,"Eggs, Meat & Fish",Fish,Cumbum,23-10-2018,East,600,1200,2,0.35,175,10,No festival,Offline,200196,4,780,employed,19
O8671,C8672,Jackson,Oil & Masala,Masalas,Cumbum,23-10-2018,Central,50,1200,24,0.29,171,10,No festival,Offline,200196,2,852,employed,1
O8672,C8673,Kumar,Snacks,Chocolates,Ooty,23-10-2018,East,10,1070,107,0.12,173,10,No festival,Online,200196,1,941.6,employed,18
O8673,C8674,Harish,Bakery,Cakes,Karur,23-10-2018,East,300,900,3,0.28,140,10,No festival,Offline,200196,1,648,employed,16
O8674,C8675,Sharon,Food Grains,Atta & Flour,Viluppuram,23-10-2018,East,40,1280,32,0.26,187,10,No festival,Offline,200196,5,947.2,unemployed,5
O8675,C8676,Esther,Fruits & Veggies,Fresh Vegetables,Namakkal,23-10-2018,East,70,980,14,0.18,195,10,No festival,Offline,200196,3,803.6,employed,7
O8676,C8677,Sheeba,"Eggs, Meat & Fish",Mutton,Salem,23-10-2018,East,400,1200,3,0.28,126,10,No festival,Online,200196,4,864,unemployed,14
O8677,C8678,Vidya,Beverages,Health Drinks,Trichy,23-10-2018,Central,100,1300,13,0.15,168,10,No festival,Offline,200196,1,1105,unemployed,9
O8678,C8679,Yusuf,Food Grains,Atta & Flour,Coimbatore,23-10-2018,Central,40,1080,27,0.34,114,10,No festival,Online,200196,5,712.8,employed,18
O8679,C8680,Vince,"Eggs, Meat & Fish",Mutton,Virudhunagar,23-10-2018,Central,400,1200,3,0.35,149,10,No festival,Online,200196,4,780,employed,3
O8680,C8681,Amrish,Bakery,Breads & Buns,Perambalur,24-10-2018,Central,30,1260,42,0.1,111,10,No festival,Offline,200196,1,1134,unemployed,20
O8681,C8682,Suresh,Fruits & Veggies,Fresh Vegetables,Nagercoil,24-10-2018,South,70,1190,17,0.1,174,10,No festival,Offline,200196,3,1071,employed,15
O8682,C8683,Komal,"Eggs, Meat & Fish",Eggs,Karur,26-10-2018,East,6,1032,172,0.17,186,10,No festival,Online,200196,4,856.56,unemployed,19
O8683,C8684,Sudeep,Food Grains,Organic Staples,Virudhunagar,26-10-2018,East,100,1100,11,0.33,173,10,No festival,Online,200196,5,737,unemployed,5
O8684,C8685,Adavan,Bakery,Breads & Buns,Trichy,26-10-2018,East,30,1080,36,0.34,100,10,No festival,Offline,200196,1,712.8,employed,13
O8685,C8686,Sharon,Food Grains,Rice,Theni,26-10-2018,Central,800,800,1,0.1,142,10,No festival,Online,200196,5,720,unemployed,11
O8686,C8687,Ridhesh,"Eggs, Meat & Fish",Eggs,Cumbum,26-10-2018,South,6,1182,197,0.32,179,10,No festival,Online,200196,4,803.76,unemployed,2
O8687,C8688,Vidya,"Eggs, Meat & Fish",Chicken,Pudukottai,26-10-2018,Central,200,1400,7,0.21,167,10,No festival,Offline,200196,4,1106,unemployed,4
O8688,C8689,Ramesh,"Eggs, Meat & Fish",Eggs,Viluppuram,26-10-2018,Central,6,1074,179,0.26,156,10,No festival,Online,200196,4,794.76,employed,1
O8689,C8690,James,Snacks,Cookies,Karur,26-10-2018,East,30,1230,41,0.26,101,10,No festival,Online,200196,1,910.2,unemployed,20
O8690,C8691,Ganesh,Fruits & Veggies,Fresh Vegetables,Madurai,26-10-2018,East,70,1050,15,0.27,121,10,No festival,Offline,200196,3,766.5,unemployed,5
O8691,C8692,Jonas,Beverages,Soft Drinks,Pudukottai,26-10-2018,South,20,1180,59,0.19,145,10,No festival,Offline,200196,1,955.8,employed,18
O8692,C8693,Amy,Beverages,Health Drinks,Kanyakumari,27-10-2018,South,100,1200,12,0.26,166,10,No festival,Offline,200196,1,888,employed,16
O8693,C8694,Esther,Food Grains,Rice,Theni,27-10-2018,Central,800,800,1,0.26,115,10,No festival,Offline,200196,5,592,employed,7
O8694,C8695,Akash,Food Grains,Organic Staples,Dharmapuri,27-10-2018,South,100,1300,13,0.33,122,10,No festival,Online,200196,5,871,unemployed,18
O8695,C8696,Surya,Fruits & Veggies,Fresh Fruits,Cumbum,27-10-2018,Central,190,1140,6,0.3,126,10,No festival,Offline,200196,3,798,employed,18
O8696,C8697,Suresh,Food Grains,Rice,Vellore,27-10-2018,West,800,1600,2,0.12,161,10,No festival,Online,200196,5,1408,unemployed,19
O8697,C8698,Sudeep,Fruits & Veggies,Fresh Vegetables,Nagercoil,27-10-2018,West,70,980,14,0.13,176,10,No festival,Offline,200196,3,852.6,unemployed,11
O8698,C8699,Vidya,Fruits & Veggies,Organic Vegetables,Karur,27-10-2018,South,200,1200,6,0.33,191,10,No festival,Offline,200196,3,804,unemployed,11
O8699,C8700,Ridhesh,Beverages,Health Drinks,Chennai,27-10-2018,West,100,1100,11,0.16,145,10,No festival,Offline,200196,1,924,employed,16
O8700,C8701,Rumaiza,Oil & Masala,Edible Oil & Ghee,Chennai,27-10-2018,West,800,1600,2,0.21,105,10,No festival,Online,200196,2,1264,employed,12
O8701,C8702,Vince,Beverages,Health Drinks,Madurai,27-10-2018,West,100,1200,12,0.18,109,10,No festival,Offline,200196,1,984,unemployed,7
O8702,C8703,Jonas,Snacks,Noodles,Dindigul,27-10-2018,Central,100,1000,10,0.15,135,10,No festival,Online,200196,1,850,employed,4
O8703,C8704,Adavan,Bakery,Breads & Buns,Ramanadhapuram,27-10-2018,Central,30,1200,40,0.28,153,10,No festival,Online,200196,1,864,unemployed,14
O8704,C8705,Komal,Beverages,Soft Drinks,Karur,28-10-2018,Central,20,1020,51,0.1,150,10,No festival,Online,200196,1,918,employed,11
O8705,C8706,Sundar,Food Grains,Dals & Pulses,Karur,28-10-2018,East,900,900,1,0.25,120,10,No festival,Offline,200196,5,675,employed,13
O8706,C8707,Muneer,Food Grains,Organic Staples,Kanyakumari,28-10-2018,Central,100,1200,12,0.3,130,10,No festival,Offline,200196,5,840,employed,17
O8707,C8708,Veena,"Eggs, Meat & Fish",Mutton,Theni,28-10-2018,South,400,1200,3,0.32,102,10,No festival,Offline,200196,4,816,unemployed,11
O8708,C8709,Esther,"Eggs, Meat & Fish",Fish,Ramanadhapuram,28-10-2018,East,600,1200,2,0.35,152,10,No festival,Offline,200196,4,780,employed,16
O8709,C8710,Mathew,Bakery,Breads & Buns,Ooty,28-10-2018,South,30,1290,43,0.28,108,10,No festival,Online,200196,1,928.8,employed,8
O8710,C8711,Shree,Beverages,Health Drinks,Tenkasi,28-10-2018,South,100,1300,13,0.26,197,10,No festival,Online,200196,1,962,employed,5
O8711,C8712,Yadav,Oil & Masala,Spices,Chennai,28-10-2018,Central,50,1050,21,0.3,198,10,No festival,Online,200196,2,735,employed,18
O8712,C8713,Adavan,"Eggs, Meat & Fish",Eggs,Karur,29-10-2018,East,6,1272,212,0.22,160,10,No festival,Online,200196,4,992.16,unemployed,20
O8713,C8714,Ravi,Snacks,Chocolates,Dindigul,30-10-2018,Central,10,1180,118,0.33,117,10,No festival,Offline,200196,1,790.6,employed,20
O8714,C8715,Roshan,Fruits & Veggies,Fresh Fruits,Vellore,30-10-2018,South,190,1140,6,0.23,169,10,No festival,Offline,200196,3,877.8,unemployed,3
O8715,C8716,Ramesh,Food Grains,Atta & Flour,Bodi,30-10-2018,East,40,1240,31,0.17,163,10,No festival,Offline,200196,5,1029.2,employed,19
O8716,C8717,Veena,Beverages,Soft Drinks,Perambalur,30-10-2018,South,20,1280,64,0.19,141,10,No festival,Online,200196,1,1036.8,unemployed,17
O8717,C8718,Esther,Fruits & Veggies,Organic Vegetables,Perambalur,30-10-2018,West,200,1000,5,0.21,200,10,No festival,Online,200196,3,790,unemployed,9
O8718,C8719,Ganesh,Bakery,Breads & Buns,Virudhunagar,30-10-2018,South,30,1320,44,0.1,188,10,No festival,Offline,200196,1,1188,employed,8
O8719,C8720,Ravi,Food Grains,Organic Staples,Bodi,30-10-2018,South,100,1300,13,0.35,155,10,No festival,Offline,200196,5,845,unemployed,2
O8720,C8721,Sudha,Fruits & Veggies,Organic Vegetables,Bodi,30-10-2018,West,200,1400,7,0.33,200,10,No festival,Online,200196,3,938,unemployed,12
O8721,C8722,Yadav,Bakery,Breads & Buns,Dindigul,30-10-2018,West,30,1200,40,0.16,146,10,No festival,Online,200196,1,1008,unemployed,19
O8722,C8723,Aditi,Bakery,Cakes,Bodi,30-10-2018,West,300,1200,4,0.34,175,10,No festival,Offline,200196,1,792,employed,6
O8723,C8724,Sudha,Beverages,Health Drinks,Pudukottai,30-10-2018,West,100,1200,12,0.29,147,10,No festival,Offline,200196,1,852,employed,7
O8724,C8725,Shree,Oil & Masala,Masalas,Madurai,30-10-2018,West,50,1150,23,0.27,140,10,No festival,Online,200196,2,839.5,unemployed,16
O8725,C8726,Ramesh,Oil & Masala,Masalas,Madurai,30-10-2018,Central,50,1050,21,0.2,149,10,No festival,Offline,200196,2,840,employed,2
O8726,C8727,Sharon,Bakery,Biscuits,Ramanadhapuram,30-10-2018,East,20,1120,56,0.22,189,10,No festival,Offline,200196,1,873.6,employed,16
O8727,C8728,Krithika,Bakery,Cakes,Namakkal,30-10-2018,East,300,1200,4,0.16,100,10,No festival,Online,200196,1,1008,employed,20
O8728,C8729,Sundar,Snacks,Cookies,Dindigul,30-10-2018,West,30,1080,36,0.14,106,10,No festival,Online,200196,1,928.8,unemployed,19
O8729,C8730,Arutra,"Eggs, Meat & Fish",Eggs,Chennai,30-10-2018,West,6,1170,195,0.3,142,10,No festival,Offline,200196,4,819,employed,5
O8730,C8731,Jonas,Fruits & Veggies,Organic Vegetables,Trichy,30-10-2018,Central,200,1200,6,0.21,112,10,No festival,Offline,200196,3,948,employed,14
O8731,C8732,Amy,Beverages,Health Drinks,Kanyakumari,30-10-2018,West,100,1100,11,0.24,112,10,No festival,Online,200196,1,836,unemployed,1
O8732,C8733,Mathew,Bakery,Cakes,Cumbum,30-10-2018,West,300,900,3,0.21,116,10,No festival,Online,200196,1,711,employed,19
O8733,C8734,Veena,Food Grains,Dals & Pulses,Trichy,30-10-2018,East,900,900,1,0.3,129,10,No festival,Online,200196,5,630,unemployed,1
O8734,C8735,Shah,Oil & Masala,Masalas,Ooty,31-10-2018,Central,50,1050,21,0.23,133,10,No festival,Offline,200196,2,808.5,unemployed,11
O8735,C8736,Shree,"Eggs, Meat & Fish",Chicken,Krishnagiri,31-10-2018,Central,200,1200,6,0.16,113,10,No festival,Offline,200196,4,1008,employed,20
O8736,C8737,Mathew,Snacks,Chocolates,Theni,31-10-2018,Central,10,1250,125,0.35,157,10,No festival,Offline,200196,1,812.5,employed,9
O8737,C8738,Sheeba,Oil & Masala,Edible Oil & Ghee,Madurai,01-11-2018,West,800,4800,6,0.13,1084,11,Pongal,Online,200187,2,4176,unemployed,1
O8738,C8739,Vidya,"Eggs, Meat & Fish",Fish,Virudhunagar,01-11-2018,East,600,3600,6,0.2,1046,11,Pongal,Offline,200187,4,2880,unemployed,19
O8739,C8740,Yusuf,Oil & Masala,Edible Oil & Ghee,Nagercoil,01-11-2018,East,800,800,1,0.23,184,11,No festival,Online,200196,2,616,unemployed,8
O8740,C8741,Yadav,Bakery,Biscuits,Perambalur,01-11-2018,West,20,4400,220,0.29,1115,11,Pongal,Offline,200187,1,3124,unemployed,12
O8741,C8742,Ramesh,Food Grains,Dals & Pulses,Ramanadhapuram,02-11-2018,East,900,900,1,0.19,197,11,No festival,Offline,200196,5,729,unemployed,4
O8742,C8743,Yusuf,Snacks,Chocolates,Coimbatore,02-11-2018,East,10,1280,128,0.16,171,11,No festival,Offline,200196,1,1075.2,unemployed,17
O8743,C8744,Hafiz,Food Grains,Rice,Trichy,02-11-2018,West,800,800,1,0.3,172,11,No festival,Offline,200196,5,560,unemployed,5
O8744,C8745,Kumar,Beverages,Soft Drinks,Vellore,02-11-2018,Central,20,1160,58,0.23,179,11,No festival,Offline,200196,1,893.2,unemployed,7
O8745,C8746,Arutra,Fruits & Veggies,Fresh Fruits,Vellore,02-11-2018,South,190,1140,6,0.11,163,11,No festival,Offline,200196,3,1014.6,employed,16
O8746,C8747,Sudeep,Beverages,Soft Drinks,Nagercoil,02-11-2018,South,20,1180,59,0.11,166,11,No festival,Offline,200196,1,1050.2,unemployed,20
O8747,C8748,Ravi,Bakery,Cakes,Tenkasi,02-11-2018,South,300,1200,4,0.21,116,11,No festival,Offline,200196,1,948,employed,4
O8748,C8749,Peer,Fruits & Veggies,Organic Fruits,Salem,02-11-2018,West,300,1200,4,0.23,118,11,No festival,Offline,200196,3,924,employed,2
O8749,C8750,Hafiz,Beverages,Health Drinks,Vellore,02-11-2018,West,100,1000,10,0.35,129,11,No festival,Online,200196,1,650,employed,14
O8750,C8751,Adavan,Beverages,Health Drinks,Chennai,02-11-2018,East,100,1300,13,0.16,101,11,No festival,Offline,200196,1,1092,unemployed,16
O8751,C8752,Shree,"Eggs, Meat & Fish",Chicken,Cumbum,02-11-2018,West,200,1200,6,0.31,175,11,No festival,Online,200196,4,828,employed,7
O8752,C8753,Verma,"Eggs, Meat & Fish",Fish,Tirunelveli,02-11-2018,West,600,1200,2,0.15,188,11,No festival,Offline,200196,4,1020,employed,13
O8753,C8754,Shree,Fruits & Veggies,Fresh Vegetables,Coimbatore,02-11-2018,West,70,1050,15,0.26,174,11,No festival,Online,200196,3,777,employed,9
O8754,C8755,Ganesh,Oil & Masala,Edible Oil & Ghee,Kanyakumari,02-11-2018,East,800,800,1,0.18,129,11,No festival,Offline,200196,2,656,employed,8
O8755,C8756,Roshan,Food Grains,Atta & Flour,Tenkasi,02-11-2018,West,40,1040,26,0.18,123,11,No festival,Offline,200196,5,852.8,unemployed,13
O8756,C8757,Verma,Beverages,Health Drinks,Krishnagiri,02-11-2018,South,100,1000,10,0.27,164,11,No festival,Offline,200196,1,730,unemployed,19
O8757,C8758,Sundar,Beverages,Health Drinks,Ramanadhapuram,02-11-2018,Central,100,1000,10,0.29,104,11,No festival,Offline,200196,1,710,employed,18
O8758,C8759,Alan,Food Grains,Rice,Virudhunagar,02-11-2018,South,800,800,1,0.33,108,11,No festival,Online,200196,5,536,unemployed,13
O8759,C8760,Anu,Food Grains,Atta & Flour,Nagercoil,02-11-2018,Central,40,1280,32,0.32,103,11,No festival,Offline,200196,5,870.4,employed,11
O8760,C8761,Harish,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,02-11-2018,East,70,1260,18,0.26,175,11,No festival,Online,200196,3,932.4,employed,5
O8761,C8762,Jonas,Bakery,Cakes,Kanyakumari,02-11-2018,West,300,1200,4,0.14,157,11,No festival,Offline,200196,1,1032,employed,9
O8762,C8763,Haseena,Fruits & Veggies,Organic Vegetables,Nagercoil,02-11-2018,Central,200,1400,7,0.19,156,11,No festival,Offline,200196,3,1134,employed,15
O8763,C8764,Sundar,Oil & Masala,Masalas,Vellore,02-11-2018,Central,50,1200,24,0.14,171,11,No festival,Online,200196,2,1032,unemployed,4
O8764,C8765,Yadav,Fruits & Veggies,Fresh Vegetables,Coimbatore,02-11-2018,West,70,1120,16,0.33,200,11,No festival,Online,200196,3,750.4,employed,13
O8765,C8766,Ramesh,"Eggs, Meat & Fish",Eggs,Nagercoil,02-11-2018,East,6,1332,222,0.18,150,11,No festival,Offline,200196,4,1092.24,unemployed,2
O8766,C8767,Sudeep,Beverages,Soft Drinks,Perambalur,03-11-2018,West,20,1040,52,0.31,128,11,No festival,Offline,200196,1,717.6,employed,7
O8767,C8768,Willams,Fruits & Veggies,Organic Fruits,Viluppuram,03-11-2018,Central,300,1200,4,0.26,200,11,No festival,Online,200196,3,888,employed,14
O8768,C8769,Veena,Oil & Masala,Masalas,Nagercoil,03-11-2018,West,50,1300,26,0.24,133,11,No festival,Offline,200196,2,988,employed,18
O8769,C8770,Sudha,"Eggs, Meat & Fish",Fish,Namakkal,03-11-2018,West,600,1200,2,0.31,117,11,No festival,Offline,200196,4,828,employed,18
O8770,C8771,Krithika,Snacks,Chocolates,Salem,03-11-2018,West,10,1180,118,0.23,135,11,No festival,Offline,200196,1,908.6,unemployed,12
O8771,C8772,Sudeep,Bakery,Breads & Buns,Pudukottai,03-11-2018,West,30,1080,36,0.24,180,11,No festival,Offline,200196,1,820.8,employed,1
O8772,C8773,Ganesh,Beverages,Soft Drinks,Virudhunagar,03-11-2018,East,20,1080,54,0.2,196,11,No festival,Online,200196,1,864,employed,16
O8773,C8774,Arvind,Food Grains,Dals & Pulses,Salem,03-11-2018,West,900,900,1,0.23,160,11,No festival,Offline,200196,5,693,employed,1
O8774,C8775,Alan,Food Grains,Organic Staples,Theni,03-11-2018,West,100,1200,12,0.15,148,11,No festival,Offline,200196,5,1020,unemployed,19
O8775,C8776,Willams,"Eggs, Meat & Fish",Eggs,Dharmapuri,03-11-2018,Central,6,1230,205,0.26,189,11,No festival,Online,200196,4,910.2,employed,8
O8776,C8777,Ravi,Food Grains,Organic Staples,Ooty,03-11-2018,South,100,1300,13,0.14,122,11,No festival,Offline,200196,5,1118,unemployed,4
O8777,C8778,Krithika,Food Grains,Atta & Flour,Cumbum,03-11-2018,South,40,1160,29,0.11,121,11,No festival,Offline,200196,5,1032.4,employed,7
O8778,C8779,Ram,Snacks,Chocolates,Namakkal,03-11-2018,West,10,1270,127,0.32,121,11,No festival,Offline,200196,1,863.6,unemployed,19
O8779,C8780,Ravi,Food Grains,Rice,Krishnagiri,03-11-2018,South,800,800,1,0.17,200,11,No festival,Offline,200196,5,664,employed,1
O8780,C8781,Aditi,Snacks,Cookies,Madurai,03-11-2018,East,30,1260,42,0.28,127,11,No festival,Offline,200196,1,907.2,employed,6
O8781,C8782,Krithika,Oil & Masala,Masalas,Pudukottai,03-11-2018,South,50,1100,22,0.26,187,11,No festival,Offline,200196,2,814,unemployed,11
O8782,C8783,Arvind,Oil & Masala,Masalas,Madurai,03-11-2018,South,50,1150,23,0.23,169,11,No festival,Offline,200196,2,885.5,employed,6
O8783,C8784,Roshan,Beverages,Health Drinks,Chennai,03-11-2018,South,100,1100,11,0.32,103,11,No festival,Online,200196,1,748,employed,3
O8784,C8785,Sheeba,Oil & Masala,Edible Oil & Ghee,Namakkal,03-11-2018,South,800,1600,2,0.16,154,11,No festival,Online,200196,2,1344,employed,19
O8785,C8786,Komal,"Eggs, Meat & Fish",Fish,Dindigul,03-11-2018,West,600,1200,2,0.17,168,11,No festival,Offline,200196,4,996,unemployed,8
O8786,C8787,Sabeela,Fruits & Veggies,Fresh Vegetables,Perambalur,03-11-2018,Central,70,1260,18,0.34,172,11,No festival,Offline,200196,3,831.6,employed,14
O8787,C8788,Hussain,Snacks,Chocolates,Bodi,03-11-2018,South,10,1060,106,0.2,102,11,No festival,Online,200196,1,848,employed,12
O8788,C8789,Ram,Snacks,Noodles,Coimbatore,04-11-2018,South,100,1100,11,0.29,191,11,No festival,Online,200196,1,781,employed,11
O8789,C8790,Suresh,Snacks,Noodles,Tenkasi,04-11-2018,East,100,1100,11,0.35,137,11,No festival,Online,200196,1,715,employed,8
O8790,C8791,Roshan,Fruits & Veggies,Fresh Fruits,Tenkasi,04-11-2018,Central,190,950,5,0.15,171,11,No festival,Offline,200196,3,807.5,employed,9
O8791,C8792,Sudha,Oil & Masala,Masalas,Madurai,04-11-2018,South,50,1150,23,0.29,148,11,No festival,Online,200196,2,816.5,employed,19
O8792,C8793,Jonas,Oil & Masala,Masalas,Cumbum,04-11-2018,South,50,1050,21,0.29,140,11,No festival,Offline,200196,2,745.5,unemployed,2
O8793,C8794,Malik,Beverages,Soft Drinks,Bodi,04-11-2018,South,20,1020,51,0.33,141,11,No festival,Online,200196,1,683.4,employed,7
O8794,C8795,Aditi,"Eggs, Meat & Fish",Chicken,Perambalur,04-11-2018,South,200,1400,7,0.32,156,11,No festival,Online,200196,4,952,employed,14
O8795,C8796,Harish,Snacks,Chocolates,Coimbatore,04-11-2018,Central,10,1220,122,0.14,109,11,No festival,Online,200196,1,1049.2,employed,4
O8796,C8797,Suresh,Snacks,Chocolates,Kanyakumari,04-11-2018,South,10,1080,108,0.28,190,11,No festival,Online,200196,1,777.6,unemployed,14
O8797,C8798,Vince,Snacks,Chocolates,Bodi,04-11-2018,South,10,1160,116,0.12,136,11,No festival,Online,200196,1,1020.8,employed,11
O8798,C8799,Ridhesh,Snacks,Noodles,Krishnagiri,04-11-2018,Central,100,1300,13,0.25,146,11,No festival,Online,200196,1,975,employed,18
O8799,C8800,Esther,Bakery,Cakes,Namakkal,04-11-2018,Central,300,1200,4,0.29,168,11,No festival,Offline,200196,1,852,unemployed,8
O8800,C8801,Alan,Snacks,Cookies,Nagercoil,04-11-2018,South,30,1050,35,0.12,127,11,No festival,Offline,200196,1,924,unemployed,15
O8801,C8802,Sudeep,Bakery,Breads & Buns,Pudukottai,04-11-2018,South,30,1260,42,0.16,104,11,No festival,Offline,200196,1,1058.4,employed,7
O8802,C8803,Ridhesh,"Eggs, Meat & Fish",Chicken,Perambalur,04-11-2018,Central,200,1200,6,0.1,149,11,No festival,Offline,200196,4,1080,employed,17
O8803,C8804,Shree,Snacks,Noodles,Cumbum,04-11-2018,South,100,1100,11,0.22,198,11,No festival,Offline,200196,1,858,employed,17
